Ano,Mes,Linha_1,Linha_2,Linha_3,Linha_4,Linha_5,Linha_6,Linha_7,Linha_8,Linha_9,Linha_10,Linha_11,Linha_12,Linha_13,Linha_14,Linha_15,Linha_16,Linha_17,Linha_18,Linha_19,Linha_20,Linha_21,Linha_22,Linha_23,Linha_24,Linha_25,Linha_26,Linha_27,Linha_28,Linha_29,Linha_30,Linha_31,Linha_32,Linha_33,Linha_34,Linha_35,Linha_36,Linha_37,Linha_38,Linha_39,Linha_40,Linha_41,Linha_42,Linha_43,Linha_44,Linha_45,Linha_46,Linha_47,Linha_48,Linha_49,Linha_50,Linha_51,Linha_52,Linha_53,Linha_54,Linha_55,Linha_56,Linha_57,Linha_58,Linha_59,Linha_60,Linha_61,Linha_62,Linha_63,Linha_64,Linha_65,Linha_66,Linha_67,Linha_68,Linha_69,Linha_70,Linha_71,Linha_72,Linha_73,Linha_74,Linha_75,Linha_76,Linha_77,Linha_78,Linha_79,Linha_80,Linha_81,Linha_82,Linha_83,Linha_84,Linha_85,Linha_86,Linha_87,Linha_88,Linha_89,Linha_90,Linha_91,Linha_92
2014,Abril,0,4,10,14,11,12,7,19,14,8,9,10,8,1,8,4,7,3,4,5,3,5,5,8,2,4,10,5,2,4,5,3,4,8,1,6,2,3,6,4,5,3,5,1,4,5,3,5,12,4,4,6,4,6,4,7,8,10,5,1,6,6,5,3,11,12,5,8,8,4,8,4,3,8,2,6,8,7,4,11,9,4,6,7,5,5,6,4,6,9,7,7
2014,Maio,0,4,9,13,7,7,6,12,9,10,15,6,3,4,4,7,8,5,6,4,2,3,10,8,3,3,5,8,5,3,4,7,6,5,6,4,6,7,6,4,6,3,2,3,5,6,5,6,6,5,4,3,3,7,1,5,2,3,8,1,7,7,7,8,5,7,3,3,3,7,8,4,4,5,3,7,6,4,3,7,6,6,5,7,4,6,1,5,4,4,6,4
2014,Junho,0,5,8,11,11,3,5,12,6,10,12,8,8,5,3,6,2,2,1,2,3,5,6,7,5,3,6,2,3,4,5,5,1,3,5,4,2,4,7,10,4,3,9,3,2,3,3,4,9,4,3,2,5,5,6,2,2,4,4,0,8,4,7,6,8,9,4,4,3,3,7,6,9,7,5,7,7,10,4,5,3,3,1,7,5,1,2,0,3,7,2,5
2014,Julho,0,3,5,11,4,7,9,8,4,6,10,10,0,2,3,2,5,0,4,1,2,4,4,7,2,1,5,5,2,3,1,0,4,5,5,3,1,4,8,5,4,5,3,2,6,2,3,5,3,1,5,2,4,5,2,7,2,9,1,1,7,11,5,5,4,5,2,0,3,3,1,2,2,2,4,6,5,6,3,6,9,2,0,3,4,5,3,6,1,7,7,8
2014,Agosto,1,7,3,19,9,8,7,11,13,14,27,5,4,9,2,9,8,2,7,3,6,5,3,3,7,8,2,8,7,3,8,3,3,9,4,5,3,7,8,5,4,7,7,11,10,3,9,8,10,5,4,9,6,11,2,7,4,6,6,0,6,5,3,9,8,9,7,3,9,3,12,5,9,8,7,10,7,7,1,10,9,5,5,8,5,7,6,4,3,9,3,8
2014,Setembro,0,3,4,11,5,6,2,12,6,7,6,1,6,5,4,5,3,2,2,0,1,5,4,3,5,3,3,4,4,3,0,3,1,4,9,2,3,2,6,10,1,3,4,1,5,0,5,4,7,0,1,2,5,2,3,5,2,3,3,0,6,4,6,3,10,1,4,2,1,2,10,4,3,2,3,3,3,7,2,2,2,3,6,1,4,1,4,2,5,6,7,4
2014,Outubro,0,18,21,31,27,19,12,31,22,28,48,12,9,10,10,18,17,10,17,12,10,13,14,12,18,14,15,16,10,11,9,10,12,16,14,9,19,16,27,16,14,16,11,10,12,20,15,17,13,14,11,20,16,29,10,21,8,23,11,0,27,8,27,18,23,22,18,10,15,13,13,18,15,17,13,22,18,18,17,22,18,18,14,18,7,17,11,19,13,16,17,16
2014,Novembro,0,4,8,8,9,4,3,6,7,8,6,8,2,2,3,4,1,2,3,3,2,1,1,2,3,3,1,3,2,1,5,0,6,6,4,4,6,2,5,5,2,8,4,1,5,3,6,4,9,2,2,3,4,2,3,3,4,1,8,0,5,7,5,4,1,7,4,2,5,3,7,6,3,6,2,8,4,9,4,8,8,1,6,3,6,1,5,2,3,3,3,6
2014,Dezembro,1,18,23,43,30,14,24,43,35,47,51,29,21,18,16,20,18,15,25,16,16,19,14,16,22,15,12,15,23,16,20,14,12,29,19,12,14,17,28,25,20,18,22,15,10,16,22,21,19,24,25,20,15,23,16,18,20,20,19,0,28,20,32,19,29,34,15,14,19,18,23,17,16,17,22,34,24,29,24,15,20,18,13,19,15,12,21,15,13,23,24,16
2015,Janeiro,5,11,26,38,25,15,19,33,21,30,41,21,22,18,15,16,15,17,15,16,7,14,10,12,12,18,13,19,6,8,15,11,12,13,15,14,16,16,28,17,10,13,9,16,17,9,13,17,10,13,23,12,13,21,11,21,14,19,14,1,22,22,16,23,13,22,12,16,21,10,26,17,10,14,21,16,18,13,14,15,24,20,16,12,19,13,12,14,18,13,16,9
2015,Fevereiro,1,8,8,20,20,11,17,21,11,26,26,11,10,11,8,11,6,11,3,6,3,6,6,5,6,6,11,1,4,8,8,7,4,7,7,12,7,4,5,3,11,4,6,5,7,5,6,11,10,9,6,8,5,7,8,8,8,7,10,0,17,14,11,15,10,12,9,8,7,4,15,11,7,10,8,22,14,8,9,14,9,6,10,7,6,13,0,7,9,7,6,11
2015,Março,1,9,6,15,19,5,6,22,16,10,22,9,10,7,4,9,9,4,7,4,9,6,4,6,6,7,6,8,9,7,7,4,9,8,6,14,9,6,7,7,6,11,7,9,7,4,3,9,15,7,11,10,5,13,11,12,7,7,5,1,9,14,8,8,7,13,6,7,10,4,6,9,10,11,9,15,7,9,6,7,10,4,5,4,8,9,10,4,3,12,13,8
2015,Abril,0,2,7,4,5,3,3,9,5,6,11,5,2,0,1,3,1,3,2,0,2,2,3,2,2,1,0,1,1,2,0,6,1,4,1,5,2,2,4,4,5,1,0,0,2,1,4,3,3,1,2,1,1,1,2,3,3,6,1,1,4,3,2,2,3,6,2,4,4,1,7,5,2,4,2,2,2,6,5,6,5,3,5,5,2,2,6,3,2,2,1,4
2015,Maio,0,2,4,19,11,7,7,13,14,11,16,14,7,3,2,1,4,7,7,7,5,4,3,7,4,3,4,7,1,12,5,3,2,4,7,5,5,9,11,6,4,4,3,5,1,4,7,8,7,3,3,5,2,6,3,5,4,7,5,1,8,4,5,5,11,10,4,3,3,6,10,5,3,4,2,11,7,5,3,8,6,9,5,3,6,8,4,5,3,3,3,2
2015,Junho,0,5,11,6,7,3,6,16,7,15,17,10,5,4,7,6,5,3,4,6,2,3,5,7,0,5,5,1,4,6,7,2,4,5,7,4,8,3,7,8,5,5,4,2,2,1,6,6,4,4,1,1,2,4,4,6,2,11,6,0,5,8,8,6,8,10,5,6,6,3,9,4,2,3,6,9,5,5,3,2,7,3,7,4,2,4,3,2,2,5,7,8
2015,Julho,0,1,9,10,8,6,4,9,5,10,11,6,5,5,5,4,6,2,3,2,2,3,5,6,2,1,6,3,8,8,5,1,6,5,2,1,2,5,5,4,4,5,1,3,3,2,4,3,7,1,6,5,4,6,4,4,2,3,5,0,4,3,3,3,4,10,5,6,9,5,6,7,2,5,2,9,8,6,1,3,4,6,3,6,4,4,1,6,3,7,4,7
2015,Agosto,0,4,6,8,7,4,5,6,8,10,9,12,5,3,5,10,11,2,4,1,3,2,3,3,4,1,2,2,4,3,4,1,4,3,5,3,3,4,9,8,5,1,2,3,1,5,4,2,6,4,6,6,3,2,2,4,2,4,3,0,1,5,1,3,5,8,4,1,3,7,4,6,1,7,6,5,4,5,2,4,5,4,5,7,2,3,5,3,5,6,5,1
2015,Setembro,0,10,19,19,15,10,7,28,14,23,13,14,9,7,5,8,8,7,16,5,7,13,8,8,10,5,8,12,7,12,6,6,11,13,6,4,14,8,14,16,7,8,7,5,6,6,7,13,10,11,10,11,8,14,8,10,6,18,9,3,12,17,13,10,15,16,12,11,10,5,11,11,6,9,8,22,13,11,9,14,15,13,10,7,17,8,7,7,9,12,8,8
2015,Outubro,0,6,3,13,7,2,3,4,5,12,10,4,5,4,3,4,3,2,3,3,0,5,2,6,3,4,2,7,0,3,2,4,5,2,3,2,6,3,5,1,0,1,6,1,8,1,5,1,6,4,6,4,2,5,4,6,0,2,4,0,6,2,6,2,3,5,2,2,3,5,8,2,2,3,2,3,6,2,4,8,3,4,6,2,10,0,1,0,4,6,2,3
2015,Novembro,0,16,28,41,26,28,29,42,30,30,43,21,17,13,19,17,13,21,14,14,10,15,14,13,14,13,18,18,19,11,13,19,12,25,18,16,15,11,20,19,17,20,12,19,17,16,13,11,17,17,19,16,7,16,12,22,16,22,12,1,17,22,13,14,32,28,23,18,19,13,23,21,13,18,14,31,28,14,16,31,26,27,17,18,16,20,26,11,22,16,19,19
2015,Dezembro,0,9,8,14,8,6,7,11,12,8,10,6,11,8,8,6,5,4,10,7,3,3,5,6,5,4,6,1,4,9,5,8,8,8,2,5,3,7,5,4,3,2,5,1,3,4,4,5,6,4,5,4,9,7,3,13,4,8,1,0,11,9,8,3,9,9,7,6,11,2,12,5,3,7,3,10,6,7,6,12,7,8,3,7,7,6,5,4,9,7,3,7
2016,Janeiro,0,3,9,13,13,14,6,22,15,12,15,5,12,3,9,4,4,2,4,3,2,7,7,5,4,5,7,1,10,8,8,5,5,12,7,6,5,3,5,7,8,10,1,4,7,3,4,8,8,5,10,5,4,3,5,6,5,5,10,0,11,10,5,6,13,7,8,6,6,7,16,9,3,8,4,9,4,5,4,5,4,5,7,9,5,7,8,7,4,3,6,6
2016,Fevereiro,2,16,19,23,17,16,15,33,16,32,33,20,9,6,11,9,7,9,5,6,4,10,9,10,12,11,8,11,14,6,18,16,11,10,12,10,8,10,15,11,13,14,6,14,8,4,9,11,8,11,13,10,9,11,8,9,10,14,17,0,22,14,15,13,19,17,12,11,15,14,13,16,8,15,13,24,13,18,10,15,12,14,14,12,13,11,8,8,11,16,8,10
2016,Março,0,17,23,38,26,13,10,27,33,35,42,19,11,12,12,20,14,8,9,6,10,7,16,13,12,9,14,20,10,14,14,7,13,15,15,15,10,11,16,21,8,11,9,10,16,15,7,12,20,14,21,13,10,15,7,18,13,19,9,4,25,18,16,13,20,26,15,16,11,15,27,16,11,14,13,21,18,23,15,19,19,15,15,10,15,10,5,12,11,20,17,18
2016,Abril,1,4,8,10,6,6,5,13,8,13,14,7,5,1,1,7,5,3,3,1,2,4,6,3,5,6,3,4,4,4,2,5,4,6,7,3,4,2,7,4,2,4,4,6,2,4,7,4,4,3,13,2,5,8,2,6,4,8,4,0,11,7,5,6,3,10,4,7,7,5,7,6,4,4,6,4,5,3,6,6,9,7,4,7,3,6,5,4,2,7,5,6
2016,Maio,0,3,4,9,6,5,6,8,2,8,12,7,2,1,1,3,4,2,2,4,4,3,2,3,0,2,5,1,2,1,6,5,8,3,3,5,5,2,8,5,5,3,3,4,0,2,3,5,7,3,8,1,4,2,5,6,2,4,1,0,7,6,5,1,7,6,5,5,1,3,5,4,3,5,3,4,3,3,3,5,4,5,4,8,5,2,2,1,2,4,4,4
2016,Junho,0,5,5,7,3,3,3,3,2,10,12,2,1,2,2,5,2,1,1,2,1,2,1,2,3,3,2,4,3,3,3,4,5,1,3,3,2,2,4,5,3,2,1,2,4,2,6,2,2,4,6,4,4,3,2,4,2,3,2,0,3,2,6,5,2,8,3,3,1,3,4,2,3,1,0,5,7,6,3,0,4,4,2,2,3,3,1,3,3,1,1,5
2016,Julho,2,7,6,21,6,4,5,6,12,10,13,5,6,4,7,5,5,2,5,9,3,4,5,4,2,5,7,2,8,3,2,7,7,8,4,1,4,6,10,6,3,3,6,5,6,9,6,6,5,4,6,4,3,8,6,7,5,7,2,0,10,6,7,5,7,11,10,2,3,8,2,3,4,6,8,11,4,8,3,10,4,6,5,6,5,2,3,5,4,9,5,3
2016,Agosto,0,10,21,17,14,15,9,32,15,32,24,7,16,9,8,14,7,16,8,11,7,13,12,12,5,7,14,10,14,9,7,6,12,7,8,7,9,9,18,11,10,10,8,9,10,11,7,18,7,9,12,14,10,22,12,11,12,5,7,1,14,15,17,10,12,21,13,9,11,19,14,21,8,12,9,23,20,17,11,12,13,12,12,8,15,9,13,9,5,6,16,15
2016,Setembro,1,7,10,13,8,15,7,18,9,11,14,8,5,2,4,2,8,2,3,4,0,4,3,10,5,9,5,6,4,6,3,3,7,9,6,5,5,5,14,7,4,7,7,4,5,7,6,4,13,7,3,7,5,7,1,9,5,8,2,1,8,10,8,7,7,13,7,8,9,5,9,9,5,6,7,8,8,7,10,14,8,8,7,7,7,7,6,9,3,12,6,5
2016,Outubro,0,8,12,12,6,13,9,14,21,14,21,14,8,8,6,7,8,6,12,4,7,5,8,9,1,5,9,5,9,5,11,6,14,13,7,10,5,5,12,15,5,6,5,6,3,3,5,10,10,9,4,10,8,13,5,6,1,10,9,2,16,6,10,10,16,16,16,6,5,5,10,13,4,10,9,16,9,9,3,15,5,10,15,8,5,8,4,8,9,10,4,10
2016,Novembro,0,4,1,11,6,5,5,6,5,11,13,2,4,5,2,4,2,5,4,4,3,4,2,2,2,4,1,6,2,3,0,5,6,5,4,4,2,6,4,4,6,3,1,5,1,6,3,6,6,3,7,4,2,7,5,5,4,4,3,0,6,2,6,4,4,8,7,3,3,2,6,7,1,1,6,3,7,2,6,10,0,2,9,4,3,0,3,7,4,4,3,7
2016,Dezembro,0,13,11,32,17,14,11,28,19,18,24,12,10,9,5,8,9,6,11,12,3,9,8,9,11,8,10,7,10,9,13,4,12,9,10,7,8,6,14,11,10,12,9,14,11,11,11,11,12,3,13,9,8,11,11,14,12,7,9,2,12,7,10,5,14,14,13,9,10,10,12,12,6,16,11,18,14,12,7,13,18,8,12,10,10,8,6,6,8,11,8,11
2017,Janeiro,1,7,12,13,10,16,9,16,16,28,17,19,10,7,6,7,3,5,8,8,3,5,4,1,7,11,3,11,4,9,5,7,7,7,10,7,4,3,8,6,4,5,4,11,4,4,8,9,6,1,8,6,8,8,4,6,5,9,7,1,10,7,11,9,7,11,7,5,9,10,3,8,7,10,6,13,8,4,4,3,4,5,7,10,7,4,8,3,6,8,7,11
2017,Fevereiro,2,6,5,10,12,13,6,17,15,10,18,12,8,8,5,3,7,4,4,6,1,11,8,4,10,9,4,3,1,2,4,5,3,7,5,7,2,2,10,9,6,5,3,3,4,3,4,8,10,4,8,2,4,9,7,7,4,6,3,0,11,6,2,7,12,6,1,3,7,3,7,8,7,2,8,11,8,7,5,10,7,5,6,1,7,3,5,3,3,10,6,4
2017,Março,0,4,4,8,10,7,5,16,14,15,18,12,8,8,6,11,2,9,5,5,6,3,5,4,2,3,9,2,6,2,7,2,4,4,6,6,3,6,9,6,4,5,7,9,2,6,7,6,1,9,6,1,8,8,3,4,8,8,7,0,9,8,5,6,8,16,4,8,6,3,11,5,3,7,7,13,7,8,5,8,7,6,8,6,9,8,3,4,7,11,3,9
2017,Abril,0,2,6,5,13,7,6,7,3,8,9,7,3,2,2,4,4,3,3,6,1,3,0,3,2,3,4,1,1,0,1,3,0,6,2,5,0,5,1,2,2,0,1,2,3,2,5,5,2,5,5,0,2,8,1,4,5,5,5,0,9,2,4,4,5,4,1,4,2,3,5,0,5,7,3,6,4,1,3,3,1,2,7,5,5,0,1,2,1,3,3,4
2017,Maio,3,14,9,21,10,10,9,10,13,10,21,15,8,4,3,10,7,7,4,5,3,5,6,10,9,2,6,7,4,1,7,5,6,13,7,1,3,10,11,10,6,7,3,3,7,5,11,12,5,6,3,7,8,5,7,5,3,9,7,0,11,12,7,5,12,14,6,7,9,1,17,10,7,10,6,10,8,7,5,10,9,4,4,5,6,9,10,5,8,6,4,7
2017,Junho,0,6,5,10,3,6,3,12,2,3,12,4,7,2,3,4,4,3,3,4,0,2,4,2,3,4,0,4,3,5,4,0,1,3,4,3,0,4,4,5,1,5,3,3,4,2,4,4,5,0,5,3,4,7,2,2,4,8,3,0,3,2,8,5,5,10,2,2,5,2,7,9,2,5,1,5,3,3,1,5,3,4,1,2,5,3,2,3,2,2,6,6
2017,Julho,1,7,9,19,12,10,9,15,7,19,19,9,8,9,5,4,8,12,4,4,4,10,4,5,12,3,5,4,11,6,9,6,8,14,6,5,10,6,7,10,9,7,5,5,7,5,8,7,7,1,6,6,7,8,6,4,4,16,4,3,11,6,5,8,7,9,5,7,6,8,14,6,5,8,12,14,11,7,3,8,9,9,5,5,8,9,8,6,11,2,17,10
2017,Agosto,1,11,11,18,14,17,5,13,17,14,17,17,5,3,9,10,9,9,6,13,3,6,9,8,8,5,8,9,7,3,7,3,5,8,11,3,6,8,14,10,4,5,7,7,9,4,6,5,8,5,12,9,8,6,10,10,8,10,10,0,8,7,11,11,6,11,8,12,8,3,14,9,6,8,11,11,9,7,5,4,10,13,9,7,4,6,6,7,8,13,3,6
2017,Setembro,0,5,8,21,12,9,5,12,14,15,19,4,10,3,9,3,4,13,13,4,3,5,4,1,8,4,4,1,7,6,0,6,4,7,6,3,3,10,8,8,5,8,5,2,9,6,6,8,4,3,8,1,6,4,6,7,6,5,5,1,14,6,6,8,3,9,5,7,5,3,5,11,7,4,10,10,2,5,4,5,6,3,5,13,2,3,3,5,6,5,6,12
2017,Outubro,0,9,8,19,8,5,10,18,9,15,30,10,8,9,6,6,8,3,9,6,4,10,6,4,9,7,10,4,6,4,3,4,9,14,3,8,3,9,17,11,7,11,8,4,6,7,4,10,6,9,8,3,5,9,6,6,12,9,7,0,10,11,11,11,8,12,12,4,4,2,6,13,10,5,5,12,8,9,7,13,6,8,12,8,7,3,6,6,5,9,6,7
2017,Novembro,0,8,21,17,14,18,15,18,17,23,31,12,9,8,12,10,8,8,11,9,9,10,9,7,11,9,7,6,12,7,13,10,9,8,6,8,11,5,13,9,9,11,7,11,6,10,12,11,9,5,10,8,3,14,11,7,6,12,7,0,10,10,9,12,10,21,9,4,4,5,15,20,12,7,4,17,14,5,4,15,9,12,7,2,7,11,9,7,12,11,7,10
2017,Dezembro,0,7,11,19,20,10,12,24,7,17,19,8,3,8,7,10,7,4,13,8,6,6,7,7,8,5,9,7,9,10,6,8,7,6,5,7,6,7,8,19,5,9,12,13,13,3,6,9,7,5,10,8,7,7,7,8,6,14,6,0,16,9,10,7,13,9,6,10,10,13,12,8,4,5,12,17,6,10,6,3,7,10,7,10,8,7,5,9,11,11,6,8
2018,Janeiro,0,8,4,14,11,9,7,20,15,14,17,9,14,12,2,10,4,6,13,6,1,8,10,8,5,6,8,2,10,4,6,3,4,12,9,4,4,5,6,1,5,13,5,6,3,4,5,9,8,7,5,4,5,7,8,13,7,6,1,2,16,10,9,10,5,11,14,9,11,6,11,7,14,10,14,10,8,7,2,7,11,7,9,4,8,7,7,4,7,13,8,10
2018,Fevereiro,0,4,9,6,9,1,7,4,7,7,13,6,3,4,7,6,3,4,2,3,1,2,4,4,3,3,3,3,2,1,1,4,2,1,4,3,3,4,4,4,4,5,3,5,5,1,3,8,6,2,5,3,4,2,5,7,4,5,1,0,7,2,7,3,9,8,5,3,2,1,7,5,3,2,3,6,7,1,3,4,5,9,4,6,5,2,2,3,2,5,1,3
2018,Março,0,5,8,15,6,9,7,12,6,16,12,10,6,9,1,6,6,4,4,5,6,6,3,6,3,9,5,8,3,4,1,6,5,2,6,2,7,15,9,7,7,5,4,5,3,5,1,4,15,5,11,5,3,9,5,9,8,3,6,0,5,5,13,7,10,10,9,5,12,6,6,5,4,11,5,14,7,9,9,15,5,14,4,11,7,2,4,4,6,5,4,8
2018,Abril,0,11,12,14,17,10,9,19,9,12,24,16,11,4,7,7,6,3,11,5,2,6,18,7,4,5,5,6,8,4,2,11,8,9,10,6,9,2,14,4,6,12,10,15,9,13,5,10,5,6,4,8,9,10,4,15,6,5,11,1,18,8,7,8,16,18,3,7,9,6,11,13,5,9,6,15,12,4,4,5,10,10,10,8,7,4,2,6,5,10,4,8
2018,Maio,0,2,5,11,9,2,6,15,9,16,16,4,5,7,4,5,4,9,5,2,1,3,4,4,3,6,5,3,5,10,4,6,2,8,3,3,5,0,4,5,4,6,3,4,5,3,5,9,5,7,5,5,4,5,1,5,5,6,6,0,8,5,3,5,9,7,7,3,3,5,6,1,4,9,5,9,4,5,3,8,5,9,4,6,6,1,4,6,6,1,5,4
2018,Junho,0,2,1,1,3,0,0,1,2,5,2,0,1,1,1,2,1,1,1,0,0,2,0,1,3,0,1,0,3,0,2,3,3,0,3,0,1,0,2,1,1,0,0,1,2,1,2,0,4,0,1,3,3,2,0,2,2,1,0,0,0,1,4,0,3,1,3,2,1,1,1,2,3,1,0,3,1,0,2,2,2,0,2,1,1,1,0,2,2,1,1,1
2018,Julho,1,10,16,28,21,10,16,31,21,28,32,12,15,6,7,8,10,7,8,12,6,7,13,4,9,9,13,13,13,13,17,8,11,15,16,8,12,16,23,16,7,10,15,9,6,10,12,16,19,9,12,13,11,14,14,17,5,13,8,1,17,12,19,15,17,18,17,8,9,8,18,11,12,13,10,20,12,16,8,15,19,15,18,6,11,9,11,3,13,9,3,14
2018,Agosto,0,3,10,14,7,16,2,11,12,7,15,13,5,9,4,5,6,4,9,5,6,6,0,4,6,12,4,4,6,2,4,5,3,5,6,2,5,3,7,3,6,8,8,2,7,4,4,5,8,3,8,6,4,7,7,7,3,3,5,0,11,3,4,10,8,11,5,3,7,4,5,11,4,4,5,7,7,7,5,3,9,3,2,4,8,2,6,2,6,8,4,6
2018,Setembro,0,10,3,14,13,10,4,17,9,13,11,10,6,10,4,7,8,9,4,8,5,2,9,3,5,4,5,1,3,4,6,1,6,4,2,5,5,8,8,7,8,4,1,4,3,3,6,6,5,3,4,7,1,10,6,3,4,8,5,0,9,3,6,4,8,5,14,5,9,7,7,10,5,4,7,13,5,11,4,6,8,3,6,4,13,5,7,2,6,6,7,6
2018,Outubro,0,5,4,9,13,11,7,15,11,11,12,9,7,4,6,8,4,5,6,3,4,7,6,5,7,3,5,6,6,6,6,4,6,5,5,7,3,6,4,5,7,1,7,4,4,6,6,5,8,4,5,4,4,8,9,6,6,9,7,0,12,9,6,11,13,15,7,4,9,5,5,13,6,6,5,6,9,7,0,11,16,0,13,3,8,2,4,4,7,9,5,3
2018,Novembro,0,18,14,34,21,22,20,44,34,34,52,24,20,12,9,20,13,13,17,13,10,21,12,10,5,8,9,10,13,17,14,13,14,6,13,11,13,20,19,21,13,14,9,8,13,9,14,17,14,16,17,9,16,22,6,22,12,21,17,3,16,21,18,12,18,24,21,21,10,12,24,30,13,16,13,22,15,13,14,21,22,11,15,27,19,12,16,18,16,20,14,18
2018,Dezembro,0,6,11,18,4,7,6,9,11,15,16,24,9,3,2,8,7,6,3,5,5,7,5,4,7,6,6,8,5,4,5,6,5,8,2,6,3,7,2,4,4,5,2,1,6,3,6,5,7,5,7,5,6,9,2,11,5,7,3,0,8,8,7,6,6,9,4,4,7,3,7,9,7,9,9,13,9,4,3,7,5,7,6,7,2,3,8,1,5,6,4,15
2019,Janeiro,0,17,19,39,21,28,16,33,16,34,45,27,22,13,10,7,13,6,22,10,3,8,13,7,14,17,9,13,15,11,14,12,16,21,11,17,16,17,20,23,10,19,15,12,13,8,15,16,20,14,20,13,19,12,14,17,12,23,10,1,16,15,21,9,18,19,11,14,13,13,20,16,19,16,20,26,18,27,13,24,15,21,7,12,17,10,13,8,8,15,20,16
2019,Fevereiro,1,6,12,20,9,17,8,23,21,21,21,14,14,6,5,13,10,15,9,5,8,10,15,4,8,7,6,7,2,4,10,8,10,11,6,11,8,7,15,13,8,7,15,8,9,6,8,13,8,4,9,2,5,12,8,16,14,10,12,0,17,10,9,11,15,22,13,6,11,6,11,22,10,6,4,13,12,12,5,16,10,5,10,9,9,7,12,7,8,10,3,13
2019,Março,1,6,11,20,19,14,12,23,11,15,20,9,7,7,5,6,11,8,8,6,0,6,6,4,5,7,7,3,8,9,5,8,12,6,7,2,11,2,15,7,10,4,4,4,8,11,6,13,9,4,13,7,9,6,6,8,8,10,3,1,7,10,11,11,10,15,15,6,10,7,8,10,3,9,7,9,13,9,5,10,14,11,9,15,9,8,4,5,2,6,6,11
2019,Abril,0,10,12,19,17,21,16,14,9,18,25,11,12,7,5,6,9,4,8,2,6,5,12,5,7,11,8,8,5,7,12,8,10,9,7,9,7,9,9,10,5,8,9,7,3,7,4,9,11,6,6,8,7,8,4,9,10,7,4,1,14,12,7,12,13,12,14,9,9,5,10,17,6,12,8,9,12,10,10,9,7,8,9,11,9,3,8,6,7,7,8,8
2019,Maio,0,6,6,8,8,8,11,11,10,8,15,7,5,3,4,5,2,4,4,2,1,4,1,5,4,2,3,3,3,9,5,5,0,3,0,3,3,4,4,7,1,3,8,4,6,4,5,6,3,4,8,2,5,12,11,7,1,4,3,0,8,5,6,3,5,8,6,3,3,3,2,4,2,7,4,10,8,9,3,5,5,9,5,5,8,7,4,5,5,4,4,6
2019,Junho,0,6,10,15,11,16,10,12,11,15,27,9,4,2,4,9,5,5,7,3,4,8,5,5,3,4,8,4,5,6,9,3,10,5,1,5,1,4,11,6,7,7,8,5,4,7,6,16,4,13,10,6,6,10,9,7,6,8,5,0,6,7,6,9,10,9,8,4,9,7,15,8,9,12,5,14,8,9,4,11,7,10,9,8,2,5,4,3,7,14,8,10
2019,Julho,0,8,15,9,20,16,7,17,11,16,13,9,11,2,11,9,5,2,3,7,3,7,8,9,9,4,5,6,8,11,8,7,5,4,3,4,5,6,17,10,4,4,6,8,4,7,5,6,8,6,6,8,5,8,4,10,12,7,9,2,6,9,7,8,8,22,11,10,6,7,13,10,6,5,6,9,13,12,7,11,7,6,10,10,14,7,4,5,12,10,5,13
2019,Agosto,1,2,4,8,5,4,2,9,5,7,9,12,6,2,4,4,6,3,3,3,1,2,2,3,4,5,5,1,5,3,5,3,2,7,1,4,3,2,2,4,3,5,5,1,3,3,4,3,5,6,1,4,4,6,2,2,3,7,1,0,6,9,5,7,7,5,2,4,4,4,7,5,4,8,4,6,4,7,2,5,5,5,4,3,5,3,0,8,6,5,5,4
2019,Setembro,1,15,20,25,16,13,8,28,18,21,27,24,18,6,10,20,12,10,7,6,7,10,7,10,11,7,14,9,8,9,9,9,12,9,13,7,14,11,15,13,7,8,15,6,10,13,16,18,18,13,20,10,6,18,8,20,11,8,9,0,17,11,13,14,18,22,14,9,9,11,17,17,7,9,15,15,19,16,18,11,7,21,7,13,13,6,9,4,19,16,10,18
2019,Outubro,0,6,11,23,15,9,6,16,16,14,26,10,9,7,4,12,5,5,5,11,3,4,5,8,9,7,6,6,1,9,7,8,9,10,8,5,6,7,9,8,6,5,8,3,7,5,5,14,5,6,10,8,10,8,5,4,10,10,7,0,13,7,5,8,15,11,8,9,8,6,10,10,13,7,9,14,11,12,7,17,13,6,7,5,8,4,6,5,8,1,7,12
2019,Novembro,3,12,15,27,29,15,15,26,15,26,41,15,11,11,13,8,6,8,11,8,7,11,11,6,9,11,5,13,9,12,13,17,15,14,11,11,9,10,19,13,10,9,9,10,9,11,11,12,14,12,7,3,10,17,7,8,15,11,12,1,26,15,15,13,24,12,10,9,14,16,20,14,12,11,6,26,14,8,11,18,9,18,16,11,7,11,7,16,8,9,10,13
2019,Dezembro,1,11,8,17,15,14,5,25,17,14,20,9,17,15,9,11,10,6,7,7,13,5,9,5,5,9,9,9,6,4,2,6,7,10,7,11,5,8,10,10,3,9,3,9,8,7,4,8,19,11,8,8,10,7,3,10,7,10,5,0,13,11,16,16,15,17,7,6,8,5,10,15,3,12,12,8,7,11,11,18,8,10,9,6,6,12,5,6,7,15,4,7
